,Unnamed: 0,sample_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,comments
0,15,GR1-009,0.20494413634113484,-0.1540055157688185,-0.5973984163542361,-0.07402051975348578,-0.27651015411270985,-0.27097794823525445,-0.9192056803047565,-0.18376268454555222,-0.42539698184569785,-0.9604519623279495,-0.13199600161963132,-0.1791052522080553,-0.251236155505292,0.45701575164958985,-0.4498785516983742,-0.1928346239806189,-0.01133810841321925,-0.2507742213009353,
1,17,GR1-013,-0.3751852356436487,-0.0858428824968328,-0.10556963570299494,-0.0070355275328909395,-0.358473289463483,-0.43560995695857496,-0.8921872442918136,-0.36122542970499627,-0.10066689321073219,-0.0014858279196569013,-0.3263005413920915,-0.3107489764454032,0.7519934287997045,0.27444884124542246,-0.011612421643704018,0.21252732638199712,-0.6323791539596973,-0.11616188514065218,
2,18,TE2-005,-0.9037640472743227,0.7403290775065143,-0.8959089949096546,-0.6630565597224019,0.2038496914464174,-0.8223442519956466,-0.11776613248335199,-0.6683670582468155,-0.06658716578632173,-0.3045392029654529,-0.4931313662943595,0.09879457792546198,-0.1418271728010423,-0.25736155027883034,1.0,-0.9064608383568126,0.12171143414654573,0.4515826121370903,
3,19,TE2-018,-0.2699610804773829,0.47513543641090394,0.21173367178430214,1.0,-0.4538107481476785,-0.24731407451710263,0.13053434878415282,-0.1307412869143456,-0.11366397324796829,0.005104998037395392,0.0928991674905224,0.4385314933807076,-0.7134219531345332,-0.14986317917406122,-0.4536921556891993,-0.0005947385590564513,-0.2659536577936755,-0.3959013173554373,
4,20,TE2-024,0.8380139608806207,-0.667809019629805,-0.32871761931194976,-0.1997305578944265,-0.1511624438093171,-0.48342444334101875,0.5159208623009917,0.34003856172628444,-0.7776194015737683,0.07961599720547641,0.07308363752586278,-0.7905723133304678,0.025121024788307356,-0.571687978200098,-0.3386919040375096,-0.25283867245168623,0.17238420158942036,-0.31542084431350115,
5,22,GR1-015,-0.4918104542566202,-0.5089752575770823,-0.40378800727861475,-0.6034829011395968,0.25581696856568725,-0.42967252685574797,-0.04066499598022266,0.2281867668720141,-0.29284678242671747,-0.40026849997015324,0.25816162369292983,-0.010233115362775935,-0.08175214630459537,0.36971183456255163,-0.13633220477178498,0.07576626973508116,-0.3398676707153765,-0.26083056560011864,
6,25,TE2-020F,0.22643237264275018,-0.40128254533733787,-0.764377793043165,0.12732636949117193,-0.18085586723758462,-0.08349143760288713,0.4117298970701688,-0.32466200781230603,0.33768652561460977,0.3744555333818902,-0.15929970563745455,-0.5596490639679272,0.2700847948384566,-0.3829853631232818,0.13546895339946752,-0.0734653831106632,0.08952303001939788,-0.18452184100822233,
7,26,GR1-007,-0.5520626475657481,-0.21614805217697686,0.2519142079795058,-0.46644740094507464,0.0179976269099984,-0.37628045452710457,-0.4689117013429882,-0.1917058532312299,0.6119680333874584,-0.2200779472399117,-0.30799617389705747,-0.06795764836587015,0.38079030144579185,-0.18653177190702253,-0.26934807786846315,-0.08902188945325706,0.3326696226029302,-0.36788805149177195,
8,27,TE2-011,0.3147140987344572,-0.1174583563774354,-0.08623659913103321,-0.5135177322633194,0.06079018026123206,-0.38136242876424953,-0.43834908927130056,0.13016603148918704,-0.6094237646109957,-0.17502924000032005,-0.10054541927628058,-0.12608793664307527,-0.20265238172533762,-0.37030654477173064,-0.2225152687017936,-0.4127601091118368,0.25634124615863363,-0.2529393908266525,
9,28,TE2-003,0.03157564868057938,-0.24808335898367295,-0.38498143881484836,-0.14305877355765062,-0.13056480459359943,-0.3661197543671296,0.08638100157902917,0.02682705171272226,-0.5048122213240793,-0.2012229778906095,0.006113171176194143,-0.5657607466518453,0.10694857519551193,-0.22329032241489777,0.030836432690843685,-0.23981305312203327,0.1833031261192779,-0.3471363198738814,
10,29,GR1-014,-0.4608770995581034,-0.48800635234800793,0.034341119875293424,-0.7838836527782014,0.2572654157844845,-0.11075401016211273,-0.10758235101397084,0.45262069077533096,-0.05417037966257121,-0.21361572810826213,0.3430503915291112,0.3988361733053867,-0.003234436151134723,0.6048924704397298,-0.2291891727491635,0.25772804692335094,-0.5046315158281054,-0.013846274381270063,
11,33,TE2-006,-0.007421509605560983,-0.24631926833330287,-0.5835701776772754,-0.09825160325663052,-0.13323903178027852,-0.43748274057248526,-0.49804478447972733,0.5338560634911367,-0.7302928200913821,-0.174217336678821,-0.4024136715055733,-0.5921986333042328,-0.5717339511661774,0.3333566414819322,0.07958261794320132,-0.15034944288163643,-0.1705655528221448,-0.293177685707934,
12,35,TE2-014,-0.9203615282092682,0.11268560896198276,-0.649599175300482,0.7483716416422999,0.6962776609454355,0.012743055028177963,-0.7100675889371069,1.0,-0.419807177200305,-0.9096638047866106,-0.5481906734413651,0.011412078784013957,-0.39320704604752754,-0.6510888499785761,0.7488872158862856,1.0,-0.03221813927520201,-0.7052351810863917,
13,36,TE2-008,0.7117342524829366,-0.5174360342530238,-0.4929309851945447,-0.21708510474629883,-0.17600211943694566,-0.27579836973524974,-0.5657704643530096,-0.3854204899276191,0.029146778617967994,-0.06998198299650082,-0.22435457582957363,-0.2649857015922873,-0.21588427840728475,-0.17197579830469378,-0.36356608419058056,-0.04611750076451271,-0.28095570999917385,-0.13877629466925379,
14,37,TE2-010,-0.6820359491337331,-0.3847982904967686,-0.18731452092887135,-0.6668111074215145,0.4768250547681685,-0.4148457928586958,0.0465325735111366,-0.24867554428804006,-0.05773133033072142,0.2401471759367475,-0.418433495457354,0.2577743192242059,-0.5038598511360073,0.20189876372067106,-0.3116084907307448,-0.20847745263139994,0.22070447359619183,-0.34109420770291987,
15,38,TE2-004,0.32803264723846004,-0.37505478577594864,-0.8813666161225207,-0.05577182323604346,0.11614358301178318,-0.5070345147531379,0.07483030195212081,0.029090963626200228,0.19355335324137846,-0.4406427406185278,-0.21582025989381692,-0.20688690965217538,-0.21574295556103795,0.26030535593729787,0.13237840200667517,-0.17322496088162098,-0.35488783968287985,-0.24757567460205598,
16,39,TE2-012,-0.2470747450015356,0.10729748035468711,-0.7586958857184529,-0.026427881977589496,-0.1538335094719725,-0.6195910022884906,-1.0,-0.15922252750571375,-0.15136420065741318,-0.34238018273761395,-0.3621549534889861,0.12644884392395572,0.1488637515049438,0.4486613630297913,0.7070612797724536,0.05995112494271604,-0.034170521026863354,-0.5746631007146614,
17,40,TE2-007,-0.524220277436126,0.1646966783833108,-0.0851722386288728,-0.4979099419460691,-0.019188095088432666,-0.47508629602876484,0.3036965429083329,-0.43333258540900865,-0.37734975992846165,-0.6761366860008242,-0.26933841424590743,0.5408444658388596,-0.07319769438986679,0.1958782706020925,-0.09432970693263876,0.14954153770809353,0.8972684949211183,0.02892226703287326,
18,42,TE2-020,0.09257003427753974,-0.19586498101489747,-0.6011332542169965,0.030565924356696916,-0.17365112521498194,-0.005610833876446897,-0.13884308819321856,-0.21099018202156206,-0.11230232263068585,-0.05085613799193445,-0.4730222144510706,-0.1162507639681154,0.06002124304480039,-0.3833416869714329,0.01056671107790308,-0.03652354837143523,0.054009726889115095,-0.05306564198423869,
19,45,GR1-021,0.08442516180212745,-0.38701726716180607,-0.6659066283659576,0.06444181310089414,0.35660482934825066,-0.11859559186105029,0.21189359506941563,0.03760518980529248,0.1171846259388214,-0.2748597014788471,-0.7898308273882255,0.20744881098927181,-0.1991341937417248,0.3575108010182153,0.2827090472329299,-0.19612736937215303,-0.2301600041134828,-0.012488802253659226,
20,50,GR1-023,-0.6580425343883307,-0.3759388455080388,0.14161073020892467,-0.3620434944124393,0.37057242041845995,-0.2957750972332168,-0.08463720491653148,0.023032755456808385,-0.1706614021439209,-0.12802061975524015,-0.09542595945662369,0.5245017035110016,0.2926857230117583,-0.028510850890385186,-0.07996800165800255,0.05074930077098916,0.14680964945827069,0.1930326156810842,
21,51,TE2-044,-0.6681259710318472,-0.2829069900961675,0.07207519842943766,-1.0,0.030243326528649472,-0.30428496652294323,-0.3317679932639521,-0.20171996566877148,-0.10954851329657267,-0.42839447399185215,-0.10262886814194372,0.5038266183305231,-0.2647337081947826,0.36236990745059616,0.3747399567547831,-0.18382222467131615,-0.24529096810788287,-0.04839805815323717,
22,52,GR1-008,-0.3512807959258447,0.3825241494328837,-0.024201064491048307,-0.4891670230025217,-0.4722578788521139,-0.43337484581263874,-0.6578669981778686,-0.39899048522589897,-0.22141963140575305,0.3407995098278189,-0.6111432978854555,-0.40186721684311033,-0.250451804365712,-0.26429897455099527,0.47192717488468117,-0.16677248219286878,0.06111149091382462,-0.18000540163818157,
23,53,TE2-033,-0.5129433346542029,-0.6938878467301988,-0.3914750757973887,0.13736829664053984,0.15629365740721823,-0.499183193480337,0.04252572192662307,-0.38535005046203763,0.28863884561704434,-0.28678187563037016,0.026639825784560145,-0.6857511093225277,0.5753294953993888,0.37861717043588183,0.11185495339641727,-0.012680246944924423,-0.10240205030964111,-0.15956670791139616,
24,54,GR1-030F,-0.4967557816910254,0.4192014457934352,-0.09506124294942153,-0.6210821486598939,0.10965784434679127,-0.20507307932664554,-0.09439729870978286,-0.3574576713487244,-0.0071628806071202256,0.05219523827075023,-0.10058508042117709,-0.15976818343489974,-0.3534469817712873,-0.8798629167368949,0.14607522976203202,0.05876883641147179,-0.34279815490894616,-0.09816192372648791,
25,55,TE2-016,0.13624561511899302,-0.22789672543839978,-0.3150028063211062,-0.078425733099033,0.15757310960144677,-0.25394930928680637,0.5537433933314835,-0.06186149455267653,-0.06976073311550168,-0.5350569891040173,-0.5587496781769122,0.21927114539159076,-0.35687792514381533,-0.4797175676794233,-0.4335859496737031,-0.380844544028728,-0.2431072316410784,-0.07985844613143323,
26,56,GR1-020,1.0,-0.49256148128979205,-0.1165941462883947,-0.4083147356591249,0.38948897624797674,-0.3292660666354794,-0.2157886449319485,-1.0,-1.0,0.3158915465560017,-0.43549625390706925,1.0,0.09965818963189044,0.023235079390767188,0.029118915663745693,-0.3502583279055971,-0.7374904722092677,-0.24571180683490879,
27,57,GR1-016,-0.3536935117263831,0.45664651507074394,-0.4613876788167073,-0.5186126185610318,0.10720570367316085,-0.4888295150518327,-0.06729557246447271,-0.4218914504064639,0.07819101310861387,0.19655061327395584,-0.3782877878588947,-0.5175309928737818,-0.20230659452064448,0.3094327893481683,-0.0033164083024738167,-0.23000225532325713,-0.05058406710386587,0.12773236729544402,
28,58,TE2-022,-0.5878356763143326,-0.5866629262014221,-0.3502189139290526,-0.6986448678481696,0.2980426862713683,-0.37385114860115976,-0.22394381126087415,0.1887498633344944,-0.06281751963531224,0.027540593777371836,0.16504837175203835,-0.04569721715912678,0.15479583703957878,0.1824490172965625,0.12601599458924362,-0.15603621862105332,0.026462999530528553,0.5806661240494146,
29,59,TE2-017,-0.05316084501794016,1.0,0.5276796866326585,0.7420467343888804,-0.39563349109380663,-0.341733362755955,0.7156695689651382,0.37776844161518475,-0.028609903052334462,0.44905464891413516,-0.7550213221084807,0.14056621552186455,0.6289117044821284,0.33147670557901976,-0.8901894247826722,-1.0,-1.0,-0.05872503980042554,
30,60,TE2-043,-0.7630218575395882,-0.7528808695742614,-0.8010876116236698,-0.062257227910022195,-0.3196300193785302,-0.4206826415487033,0.06272455678867583,0.2965520237184618,-0.1786615845916274,-0.38441169244566964,0.05580179481744407,-0.3998158035984477,-0.3481484842384347,0.14911759813424408,0.13662078469756778,0.09668011383380981,-0.11232026717712829,1.0,
31,61,GR1-019,0.969845019664924,0.26830807057343176,0.9416406129301937,0.8321208525111181,0.6590054176368279,-0.4496963181960161,-0.0729494959309217,0.2342874895731304,-0.0818932266916802,-0.25514170253597523,-0.3124021221330122,-0.5033517326567496,-0.47058975172612993,1.0,0.9029367926410099,-0.4532822898521899,0.7204327754513908,0.2857369374935328,
32,62,GR1-017,-0.21976360191207944,0.8819246493501063,-0.4698836222121675,-0.8031727666891002,0.8109653277804414,-0.5915518287936747,-0.0652372332101635,0.12465237620041747,-0.04932731039734195,0.08537526993164568,-0.4100983371782061,-0.12854066462221825,0.4711664504686748,0.04222852023104906,-0.9903037967952978,-0.2958547743749864,0.44193983115405655,0.49755732886553283,
33,63,GR1-029,-0.8668817474240582,0.24762930397419036,-0.18064612123063362,-0.6539042902976443,0.4612334411353616,-0.29004674750750425,-0.18633383179565766,0.4388935002955108,-0.33488049263491104,-0.4485749851286561,-0.5243765637287858,-0.48552791008532636,-0.06647455813886005,-0.8013174360875361,0.13175737852956848,-0.07033484357470465,-0.6921014694299104,-0.48970937244341284,
34,65,GR1-028,0.8464227711230514,0.18155763524257207,0.8269441022960975,0.61130275321071,1.0,-0.7146800464234078,-0.18772351578139657,-0.2451360450318556,-0.09939373230710302,-0.18816662511926563,-0.18161250084229963,0.30577233852926167,-0.5419370319733644,-0.03961093778077629,0.7452053387417565,0.17837624933544327,0.4830657092949566,0.06278393411258598,
35,66,GR1-034,0.22146063688862894,-0.6156750245861027,0.30446864670295937,-0.5809602492654745,-0.33660831941010017,-0.6087261886631651,0.2623649393584635,0.6150705868021646,0.21882329822494184,-0.33778401427758575,-0.18820965249853627,0.15430373464698044,0.028368269290321768,-0.2925336928101462,-0.027337215861872988,0.16218706991940213,0.04682102276164102,-0.4648356040214554,
36,67,TE2-010F,-0.6899835526068521,-0.3692752128880926,-0.12407581166113946,-0.5567382972994439,0.38535720459040745,-0.5327901945195339,0.13452356578120717,-0.017012835217665945,-0.4616041344839099,0.41666282963617296,-0.3221039078075876,-0.19313745047394593,-0.8123304751372282,0.32522358414154295,-0.5336055694644266,-0.2604381197436022,0.2527737055021526,-0.44916382308498193,
